language,id,text,file,node,lineNumber,lock,comment
en,line:0780025,"Epheulia: Dear Citizens, we are the group that recently defeated a dragon near this kingdom and saved you all.",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,200,66ee4a3a,
en,line:072942d,"Epheulia: Your regent, instead of rewarding us for our hard work, punished us and took away half of our intended reward",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,202,84fcc7d2,Line metadata: lastline
en,line:009c63d,"""Epheulia didn't I tell you not to cause trouble?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,203,9ca74805,
en,line:069b8d6,"Regent: Epheulia, didn't I tell you just now not to cause trouble?",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,204,a3c40a22,
en,line:0e0c742,"Regent: ""I thought I was very clear, sadly it seems like you don't understand. In this kingdom my people are first.",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,205,4c679aee,
en,line:02fb83f,"Regent:  ""You tried to steal from the smith. Be glad I still gave you half of your reward after this distastefull behaviour. """,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,206,366266d5,
en,line:0502405,"Epheulia: ""I will say I am quite dissapointed in you regent, I came here wanting to be your friend...""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,207,9f8eadc8,
en,line:01dfa43,"Epheulia: ""but all I got was this saddening distrust. I don't even know what i did to deserve this""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,208,548b8366,
en,line:0404bcd,"""You know exactly what you did""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,210,7b1a1ce6,
en,line:0600a76,"Regent: ""Oh Epheulia you know exactly what you did to deserve this.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,211,312d45fd,
en,line:0fd752b,"Regent: ""Though i would love to play this game with you, I have more important matters to attent to.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,212,dd5c6fe3,
en,line:03c4188,"Regent: ""My guards here will show you out of my kingdom""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,213,291a230b,
en,line:0d23d01,"Epheulia: ""Thats too bad, I would have loved to play games with you""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,214,ed025366,
en,line:0f4b29c,"Regent: ""My dear, i am the regent of this kingdom. I don't have any time for your foolish games,""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,215,bb556c76,
en,line:001277b,"Regent: ""now please get out of my sight so that I can continue with my business""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,216,5256a6d1,
en,line:0e349a0,"Party member: ""Epheulia tell the regent about- """,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,217,bfa4c2e2,
en,line:0eb730c,"Epheulia: ""That's enough from you, we'll be going now regent, thank you for your hospitility""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,218,6ecc9e7f,
en,line:0748fb3,This will be the end for now,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,219,901da99a,
en,line:0ba95df,"""Oh I'm sorry dear, did I misunderstand?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,220,dbdb489a,
en,line:0abdafe,"Regent: ""Oh I am so sorry my dear, did I merely misunderstand your past interactions?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,221,99150d4c,
en,line:0031cb0,"Regent: ""Where you tried to rob one of my subjects?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,222,dc51c684,
en,line:0d7c903,"Regent: ""Or was it just now where you tried to twist the situation against me and this fair smith?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,223,d742ffd9,
en,line:0033ed7,"Regent: ""Do explain to me Epheulia where exactly I misunderstood your intents?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,224,3a77f0eb,
en,line:0aa11e2,"Epheulia: ""My regent, I just wanted to be your friend.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,225,454cd6a7,
en,line:0daf887,"Epheulia: ""I even have some information I am willing to share with you as a token of my friendship.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,226,0af80d75,
en,line:03d2c40,"Regent: ""Go on...""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,227,4a7b3a32,
en,line:09570c3,"Epheulia: ""My regent, if only you were aware of what was going on in your kingdom...""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,228,ee34d912,
en,line:03bd658,"Epheulia: ""you see there is a fightclub just down the road from here.",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,229,6b57cb9d,
en,line:0034c0a,"Epheulia: ""I guess you need to start paying some attention your majesty""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,230,4089d3ff,
en,line:07afbb7,"Epheulia: ""For now we'll be going, goodluck with that though!""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,231,cbeaec36,
en,line:0ee6643,This will be the end for now,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,232,901da99a,
en,line:042890f,"""Now now Smith, that's enough""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,233,5117b36e,
en,line:00a2914,"Regent: ""Now now smith, that is enough""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,234,3c86b449,
en,line:02b10ac,"Regent: ""These heroes, just because they have misunderstood the situation, doesn't make them theves""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,235,4915c8e8,
en,line:025072c,Smith: But my regent-,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,236,5a42e7c9,
en,line:09dea0b,"Regent: I have heared enough smith, you can go.",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,237,4316854,
en,line:0f5f333,"Regent: Now my dear subjects, let me explain the situation.",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,239,5ee899d4,
en,line:0d12a29,Regent: These lovely heroes weren't acustomed to our rules yet.,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,240,2dcd265f,
en,line:0ca3bc7,Regent: The situation was resolved though i believe they have misunderstood my intentions.,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,241,fc17f21f,
en,line:0c14b9c,Regent: My apologies for that Epheulia,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,242,99ecbf53,
en,line:0fedf41,party member: But that isn't-,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,243,50901a2c,
en,line:0de372d,"Epheulia: Thank you for clearing this up with us dear regent, now is there a chance we could talk?",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,244,1de21a66,
en,line:0408ade,This will be the end for now,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,245,901da99a,
en,line:0477a25,"Epheulia: ""Your regent, instead of rewarding us for our hard work disrespected and ignored us""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,250,929e45cb,
en,line:0477950,"Regent: ""I am the regent of this kingdom, do you want me to interviene in every single quarrel on the street?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,251,74877c3f,
en,line:000375e,"Epheulia: ""This is not just a simple quarrel on the street.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,252,be4332f2,
en,line:08c8321,"Epheulia: ""We are here to claim our reward, and since you weren't there we decided to take whats ours.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,253,4ec01790,
en,line:0c4bce6,"Smith: ""My regent, this group of heroes was robbing me""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,254,52136417,
en,line:0c58ab1,"Smith: ""My regent I'm just an old man, I can't defend myself against them""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,255,4900261,
en,line:00f1df8,"Witch: ""My my, my sweet regent, is this how you rule your kingdom? I thought the strong are supposed to protect the weak, not pray on them""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,256,75e26cab,
en,line:06af1b4,"Witch: ""I suggest you solve this matter quickly before further consequences arise""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,257,d9a41c34,Line metadata: lastline
en,line:092e9cb,Hear them out,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,258,9d9c00f6,
en,line:0707d85,"""I do not wish to hear it""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,260,ae121d18,
en,line:04123ec,"Regent: ""I do not wish to hear it, settle this small feud between yourselves this is not my problem""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,261,1649073d,
en,line:0c1cfc2,"Smith: ""My regent please hear me out""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,262,92faf757,
en,line:0a03721,"Witch: ""My sweet regent, i strongly suggest you hear them out""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,263,9065903,Line metadata: lastline
en,line:06f5556,"""I suppose""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,264,64f3c5ff,
en,line:05fb45b,"""I made my decision""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,266,7aa0936e,
en,line:08ec04f,"Regent: ""I made my decision, solve it yourselves.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,267,a7ced761,
en,line:0a39b02,This will be the end for now,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,Uprise,268,901da99a,
en,line:09a477b,"Regent: ""I suppose you have a point there. So if i understand you were robbing the smith?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,274,30dcdd17,
en,line:0144dac,"Epheulia: ""Not exactly, we just took what was ours, your kingdom owes us for defending you so we want our reward.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,275,5960d402,Line metadata: lastline
en,line:01aae38,"""Do you really think you deserve a reward after this?""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,276,d9fbc423,
en,line:0c55016,"Regent: ""I do not condone this kind of behaviour. People like you do not deserve rewards, be lucky I don't throw you in jail.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,277,781e9976,
en,line:071a432,"Epheulia: ""Your mercy is appriciated regent, we shall take our leave now""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,278,1c03a663,
en,line:0baec1c,This will be the end for now,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,279,901da99a,
en,line:0321874,"""You will get your reward, just leave my subjects alone""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,280,5d45b186,
en,line:0a72c54,"Regent: ""I will grand you a reward though this behaviour will not go unpunished. You will not only apologise to the smith but also give him what you owe him using your reward.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,281,0ceca1c9,
en,line:0cfab70,"Epheulia: ""Thank you regent for making the right decision.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,282,88f9e303,
en,line:0633d6f,"Epheulia: ""Now let me offer you something in return as a token of friendship""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,283,06aa119e,
en,line:0ed566d,"Epheulia: ""You see my regent, a little birdy told me about something quite interesting.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,284,e847db61,
en,line:01a48e3,"Epheulia: ""You see my regent did you know that there is quite the sensational fightclub in town, all adventurers speak of it.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,285,1f3069eb,
en,line:0aa53ec,"""Guards take these thieves away""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,286,5935c894,
en,line:0f94a43,"Regent: ""You just confessed to stealing. Guards take these thieves away""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,287,0ec84a89,
en,line:0acfbbc,"Epheulia: ""Oh your majesty I fear you're making a grave mistake, but what's done is done""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,288,e0934fc0,
en,line:024e583,"Party member: ""But Epheulia they can't just do this to us, we are- """,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,289,42292562,
en,line:0973e24,"Epheulia: ""Shut it, the regent has spoken so we'll listen""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,290,d106bd56,
en,line:0bbc4b1,"Witch: ""Oh my, sweet regent. This choice, though fair, will give you some quite powerful enemies.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,291,0ba9a64b,
en,line:0629892,This will be the end for now,C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,hearThemOut,292,901da99a,
en,line:0dac129,"Bard: ""My regent my regent so sweet and kind, a regent like this is hard to find""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,296,7a569165,
en,line:0b0a91f,"Bard: ""My regent my regent so true and fair, stopping bandits I didn't know were there.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,297,566658da,
en,line:0d0b3dc,"Bard: ""A regent like this makes us loyal and strong so let me sing this song""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,298,e39cac99,
en,line:0764ba7,"Bard: ""La la la la la la la la la la""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,299,fd2ac187,
en,line:0f42e11,"Witch: ""My my, my sweet regent, looks like someone has an admirer""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,300,266ea90a,
en,line:0100a02,"Epheulia: ""My regent, because you did us a favour and didn't arrest us I have decided to give you some information... as a token of friendship""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,302,e48e5fd0,
en,line:05b7c78,"Regent: ""Go on...""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,303,4a7b3a32,
en,line:0d20b8a,"Epheulia: ""A little birdy told me about something quite interesting...""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,304,5cf35db1,
en,line:0c90528,"Epheulia: ""You see my regent did you know that there is quite the sensational fightclub in town. All adventurers speak of it.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,305,a1db21a2,
en,line:06940ea,"Regent: ""Well my dear I do believe that we could be quite good friends if you continue to serve me like this.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,306,cf95a672,
en,line:084d00a,"Regent: ""For now, take me to this fightclub and we shall see what I do with it.""",C:\Users\edewa\Desktop\CMGT\GitHub\InteractiveStorytelling\Assets\Dialogue\MyStoryScript.yarn,BardPerformance,307,71389ecd,
